,Order,Wavelength Start (micron),Region Size (micron),Both Fibers,Species
442,59,1.67312,6.276e-05,1,"Emission line wavelength(s) in region: [(1.67316, 'OH Line')] micron"
443,59,1.67327,0.00010092,1,"Emission line wavelength(s) in region: [(1.6733, 'OH Line'), (1.67334, 'OH Line')] micron"
444,59,1.6734,6.228e-05,0,"Emission line wavelength(s) in region: [(1.67343, 'OH Line')] micron"
445,59,1.67535,6.779e-05,0,"Emission line wavelength(s) in region: [(1.67538, 'OH Line')] micron"
446,59,1.67559,6.726e-05,0,"Emission line wavelength(s) in region: [(1.67562, 'OH Line')] micron"
447,59,1.67614,9.241e-05,1,"Emission line wavelength(s) in region: [(1.67619, 'OH Line')] micron"
448,60,1.67615,7.151e-05,0,"Emission line wavelength(s) in region: [(1.67619, 'OH Line')] micron"
449,60,1.67649,7.125e-05,0,"Emission line wavelength(s) in region: [(1.67653, 'OH Line')] micron"
450,60,1.68045,8.02e-05,1,"Emission line wavelength(s) in region: [(1.6805, 'OH Line')] micron"
451,60,1.68398,0.00014619,1,"Emission line wavelength(s) in region: [(1.68406, 'OH Line')] micron"
452,60,1.6871,4.981e-05,0,"Emission line wavelength(s) in region: [(1.68713, 'OH Line')] micron"
453,60,1.68765,7.116e-05,0,"Emission line wavelength(s) in region: [(1.68768, 'OH Line')] micron"
454,60,1.68888,5.869e-05,0,"Emission line wavelength(s) in region: [(1.68892, 'OH Line')] micron"
455,60,1.68905,5.848e-05,0,"Emission line wavelength(s) in region: [(1.68908, 'OH Line')] micron"
456,60,1.68994,7.814e-05,0,"Emission line wavelength(s) in region: [(1.68999, 'OH Line')] micron"
457,60,1.69032,0.00010841,1,"Emission line wavelength(s) in region: [(1.69035, 'OH Line'), (1.6904, 'OH Line')] micron"
458,60,1.6907,7.677e-05,0,"Emission line wavelength(s) in region: [(1.69074, 'OH Line')] micron"
459,60,1.69085,6.63e-05,0,"Emission line wavelength(s) in region: [(1.69089, 'OH Line')] micron"
460,60,1.69098,6.608e-05,0,"Emission line wavelength(s) in region: [(1.69102, 'OH Line')] micron"
461,60,1.69546,7.607e-05,1,"Emission line wavelength(s) in region: [(1.6955, 'OH Line')] micron"
462,61,1.69545,9.898e-05,1,"Emission line wavelength(s) in region: [(1.69551, 'OH Line')] micron"
463,61,1.7008,0.00012368,1,"Emission line wavelength(s) in region: [(1.70084, 'OH Line'), (1.7009, 'OH Line')] micron"
464,61,1.70544,6.327e-05,0,"Emission line wavelength(s) in region: [(1.70547, 'OH Line')] micron"
465,61,1.7056,0.00017759,0,"Emission line wavelength(s) in region: [(1.70569, 'OH Line')] micron"
466,61,1.70705,5.024e-05,0,"Emission line wavelength(s) in region: [(1.70708, 'OH Line')] micron"
467,61,1.70739,4.992e-05,0,"Emission line wavelength(s) in region: [(1.70741, 'OH Line')] micron"
468,61,1.7078,8.249e-05,1,"Emission line wavelength(s) in region: [(1.70784, 'OH Line')] micron"
469,61,1.71046,8.82e-05,0,"Emission line wavelength(s) in region: [(1.71051, 'OH Line')] micron"
470,61,1.7109,7.702e-05,1,"Emission line wavelength(s) in region: [(1.71094, 'OH Line')] micron"
471,61,1.71145,8.611e-05,0,"Emission line wavelength(s) in region: [(1.7115, 'OH Line')] micron"
472,61,1.71228,6.447e-05,1,"Emission line wavelength(s) in region: [(1.71232, 'OH Line')] micron"
473,61,1.71238,6.43e-05,1,"Emission line wavelength(s) in region: [(1.71242, 'OH Line')] micron"
474,62,1.71889,8.361e-05,0,"Emission line wavelength(s) in region: [(1.71893, 'OH Line')] micron"
475,62,1.71962,4.462e-05,0,"Emission line wavelength(s) in region: [(1.71965, 'OH Line')] micron"
476,62,1.72096,0.00015019,1,"Emission line wavelength(s) in region: [(1.721, 'OH Line'), (1.72108, 'Unknown Species')] micron"
477,62,1.72152,8.077e-05,0,"Emission line wavelength(s) in region: [(1.72156, 'OH Line')] micron"
478,62,1.72212,0.00013545,0,"Emission line wavelength(s) in region: [(1.72217, 'OH Line'), (1.72223, 'OH Line')] micron"
479,62,1.72298,6.691e-05,1,"Emission line wavelength(s) in region: [(1.72301, 'OH Line')] micron"
480,62,1.72321,8.483e-05,0,"Emission line wavelength(s) in region: [(1.72326, 'OH Line'), (1.72327, 'OH Line')] micron"
481,62,1.72424,0.00013111,0,"Emission line wavelength(s) in region: [(1.72428, 'OH Line'), (1.72434, 'OH Line')] micron"
482,62,1.72439,0.00010109,0,"Emission line wavelength(s) in region: [(1.72444, 'OH Line')] micron"
483,62,1.72476,6.504e-05,1,"Emission line wavelength(s) in region: [(1.72479, 'OH Line')] micron"
484,62,1.7249,6.488e-05,1,"Emission line wavelength(s) in region: [(1.72494, 'OH Line')] micron"
485,62,1.72569,0.00013376,1,"Emission line wavelength(s) in region: [(1.72573, 'OH Line'), (1.72579, 'OH Line')] micron"
